+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              2231 | 55 |     READY |   RUNNING |
|              2281 | 55 |   RUNNING |   WAITING |
|              2281 | 61 |     READY |   RUNNING |
|              2338 | 55 |   WAITING |     READY |
|              2381 | 61 |   RUNNING |     READY |
|              2381 | 55 |     READY |   RUNNING |
|              2481 | 55 |   RUNNING |     READY |
|              2481 | 55 |     READY |   RUNNING |
|              2581 | 55 |   RUNNING |     READY |
|              2581 | 55 |     READY |   RUNNING |
|              2622 | 55 |   RUNNING |TERMINATED |
|              2622 | 61 |     READY |   RUNNING |
|              2722 | 61 |   RUNNING |     READY |
|              2722 | 61 |     READY |   RUNNING |
|              2822 | 61 |   RUNNING |     READY |
|              2822 | 61 |     READY |   RUNNING |
|              2922 | 61 |   RUNNING |     READY |
|              2922 | 61 |     READY |   RUNNING |
|              3022 | 61 |   RUNNING |     READY |
|              3022 | 61 |     READY |   RUNNING |
|              3122 | 61 |   RUNNING |     READY |
|              3122 | 61 |     READY |   RUNNING |
|              3222 | 61 |   RUNNING |     READY |
|              3222 | 61 |     READY |   RUNNING |
|              3229 | 61 |   RUNNING |   WAITING |
|              3229 | 75 |     READY |   RUNNING |
|              3284 | 75 |   RUNNING |   WAITING |
|              3284 | 96 |     READY |   RUNNING |
|              3331 | 75 |   WAITING |     READY |
|              3384 | 96 |   RUNNING |     READY |
|              3384 | 75 |     READY |   RUNNING |
|              3476 | 61 |   WAITING |     READY |
|              3484 | 75 |   RUNNING |     READY |
|              3484 | 61 |     READY |   RUNNING |
|              3521 | 61 |   RUNNING |TERMINATED |
|              3521 | 75 |     READY |   RUNNING |
|              3576 | 75 |   RUNNING |   WAITING |
|              3576 | 96 |     READY |   RUNNING |
|              3623 | 75 |   WAITING |     READY |
|              3676 | 96 |   RUNNING |     READY |
|              3676 | 75 |     READY |   RUNNING |
|              3776 | 75 |   RUNNING |     READY |
|              3776 | 75 |     READY |   RUNNING |
|              3831 | 75 |   RUNNING |   WAITING |
|              3831 | 96 |     READY |   RUNNING |
|              3878 | 75 |   WAITING |     READY |
|              3931 | 96 |   RUNNING |     READY |
|              3931 | 75 |     READY |   RUNNING |
|              4031 | 75 |   RUNNING |     READY |
|              4031 | 75 |     READY |   RUNNING |
|              4086 | 75 |   RUNNING |   WAITING |
|              4086 | 96 |     READY |   RUNNING |
|              4133 | 75 |   WAITING |     READY |
|              4166 | 96 |   RUNNING |   WAITING |
|              4166 | 75 |     READY |   RUNNING |
|              4242 | 96 |   WAITING |     READY |
|              4266 | 75 |   RUNNING |     READY |
|              4266 | 75 |     READY |   RUNNING |
|              4280 | 75 |   RUNNING |TERMINATED |
|              4280 | 96 |     READY |   RUNNING |
|              4380 | 96 |   RUNNING |     READY |
|              4380 | 96 |     READY |   RUNNING |
|              4480 | 96 |   RUNNING |     READY |
|              4480 | 96 |     READY |   RUNNING |
|              4580 | 96 |   RUNNING |     READY |
|              4580 | 96 |     READY |   RUNNING |
|              4660 | 96 |   RUNNING |   WAITING |
|              4736 | 96 |   WAITING |     READY |
|              4736 | 96 |     READY |   RUNNING |
|              4836 | 96 |   RUNNING |     READY |
|              4836 | 96 |     READY |   RUNNING |
|              4876 | 96 |   RUNNING |TERMINATED |
+------------------------------------------------+
Throughput: 4876
Average response time: 1155.333374
Average turnaround time: 2991.166748
Average wait time: 1991.166748
