+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              3841 | 75 |   RUNNING |   WAITING |
|              3841 | 50 |     READY |   RUNNING |
|              3846 | 50 |   RUNNING |   WAITING |
|              3846 | 73 |     READY |   RUNNING |
|              3858 | 75 |   WAITING |     READY |
|              3890 | 50 |   WAITING |     READY |
|              3898 | 73 |   RUNNING |   WAITING |
|              3898 | 31 |     READY |   RUNNING |
|              3935 | 73 |   WAITING |     READY |
|              3948 | 31 |   RUNNING |   WAITING |
|              3948 | 75 |     READY |   RUNNING |
|              3960 | 31 |   WAITING |     READY |
|              4000 | 75 |   RUNNING |   WAITING |
|              4000 | 50 |     READY |   RUNNING |
|              4017 | 75 |   WAITING |     READY |
|              4100 | 50 |   RUNNING |     READY |
|              4100 | 73 |     READY |   RUNNING |
|              4105 | 73 |   RUNNING |TERMINATED |
|              4105 | 31 |     READY |   RUNNING |
|              4155 | 31 |   RUNNING |   WAITING |
|              4155 | 75 |     READY |   RUNNING |
|              4167 | 31 |   WAITING |     READY |
|              4167 | 75 |   RUNNING |TERMINATED |
|              4167 | 50 |     READY |   RUNNING |
|              4172 | 50 |   RUNNING |   WAITING |
|              4172 | 31 |     READY |   RUNNING |
|              4216 | 50 |   WAITING |     READY |
|              4222 | 31 |   RUNNING |   WAITING |
|              4222 | 50 |     READY |   RUNNING |
|              4234 | 31 |   WAITING |     READY |
|              4322 | 50 |   RUNNING |     READY |
|              4322 | 31 |     READY |   RUNNING |
|              4372 | 31 |   RUNNING |   WAITING |
|              4372 | 50 |     READY |   RUNNING |
|              4377 | 50 |   RUNNING |   WAITING |
|              4384 | 31 |   WAITING |     READY |
|              4384 | 31 |     READY |   RUNNING |
|              4417 | 31 |   RUNNING |TERMINATED |
|              4421 | 50 |   WAITING |     READY |
|              4421 | 50 |     READY |   RUNNING |
|              4521 | 50 |   RUNNING |     READY |
|              4521 | 50 |     READY |   RUNNING |
|              4526 | 50 |   RUNNING |   WAITING |
|              4570 | 50 |   WAITING |     READY |
|              4570 | 50 |     READY |   RUNNING |
|              4670 | 50 |   RUNNING |     READY |
|              4670 | 50 |     READY |   RUNNING |
|              4675 | 50 |   RUNNING |   WAITING |
|              4719 | 50 |   WAITING |     READY |
|              4719 | 50 |     READY |   RUNNING |
|              4819 | 50 |   RUNNING |     READY |
|              4819 | 50 |     READY |   RUNNING |
|              4824 | 50 |   RUNNING |   WAITING |
|              4868 | 50 |   WAITING |     READY |
|              4868 | 50 |     READY |   RUNNING |
|              4943 | 50 |   RUNNING |TERMINATED |
+------------------------------------------------+
Throughput: 4943
Average response time: 660.166687
Average turnaround time: 4066.166748
Average wait time: 3066.166748
