+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              1085 | 97 |   RUNNING |   WAITING |
|              1085 | 98 |     READY |   RUNNING |
|              1131 | 78 |   WAITING |     READY |
|              1157 | 97 |   WAITING |     READY |
|              1166 | 98 |   RUNNING |   WAITING |
|              1166 | 78 |     READY |   RUNNING |
|              1185 | 78 |   RUNNING |   WAITING |
|              1185 | 97 |     READY |   RUNNING |
|              1199 | 97 |   RUNNING |   WAITING |
|              1245 | 78 |   WAITING |     READY |
|              1245 | 78 |     READY |   RUNNING |
|              1264 | 78 |   RUNNING |   WAITING |
|              1271 | 97 |   WAITING |     READY |
|              1271 | 97 |     READY |   RUNNING |
|              1285 | 97 |   RUNNING |   WAITING |
|              1324 | 78 |   WAITING |     READY |
|              1324 | 78 |     READY |   RUNNING |
|              1343 | 78 |   RUNNING |   WAITING |
|              1357 | 97 |   WAITING |     READY |
|              1357 | 97 |     READY |   RUNNING |
|              1371 | 97 |   RUNNING |   WAITING |
|              1403 | 78 |   WAITING |     READY |
|              1403 | 78 |     READY |   RUNNING |
|              1422 | 78 |   RUNNING |   WAITING |
|              1443 | 97 |   WAITING |     READY |
|              1443 | 97 |     READY |   RUNNING |
|              1457 | 97 |   RUNNING |   WAITING |
|              1482 | 78 |   WAITING |     READY |
|              1482 | 78 |     READY |   RUNNING |
|              1501 | 78 |   RUNNING |   WAITING |
|              1510 | 34 |   WAITING |     READY |
|              1510 | 34 |     READY |   RUNNING |
|              1529 | 97 |   WAITING |     READY |
|              1561 | 78 |   WAITING |     READY |
|              1594 | 34 |   RUNNING |TERMINATED |
|              1594 | 78 |     READY |   RUNNING |
|              1613 | 78 |   RUNNING |   WAITING |
|              1613 | 97 |     READY |   RUNNING |
|              1627 | 97 |   RUNNING |   WAITING |
|              1673 | 78 |   WAITING |     READY |
|              1673 | 78 |     READY |   RUNNING |
|              1692 | 78 |   RUNNING |   WAITING |
|              1699 | 97 |   WAITING |     READY |
|              1699 | 97 |     READY |   RUNNING |
|              1713 | 97 |   RUNNING |   WAITING |
|              1752 | 78 |   WAITING |     READY |
|              1752 | 78 |     READY |   RUNNING |
|              1771 | 78 |   RUNNING |   WAITING |
|              1778 | 98 |   WAITING |     READY |
|              1778 | 98 |     READY |   RUNNING |
|              1785 | 97 |   WAITING |     READY |
|              1796 | 98 |   RUNNING |TERMINATED |
|              1796 | 97 |     READY |   RUNNING |
|              1810 | 97 |   RUNNING |   WAITING |
|              1831 | 78 |   WAITING |     READY |
|              1831 | 78 |     READY |   RUNNING |
|              1850 | 78 |   RUNNING |   WAITING |
|              1882 | 97 |   WAITING |     READY |
|              1882 | 97 |     READY |   RUNNING |
|              1893 | 97 |   RUNNING |TERMINATED |
|              1910 | 78 |   WAITING |     READY |
|              1910 | 78 |     READY |   RUNNING |
|              1924 | 78 |   RUNNING |TERMINATED |
+------------------------------------------------+
Throughput: 1924
Average response time: 104.000000
Average turnaround time: 1763.000000
Average wait time: 263.000000
