+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               983 | 44 |   RUNNING |   WAITING |
|               983 | 54 |     READY |   RUNNING |
|               998 | 14 |   WAITING |     READY |
|              1004 | 54 |   RUNNING |   WAITING |
|              1004 | 14 |     READY |   RUNNING |
|              1005 | 23 |   WAITING |     READY |
|              1005 | 60 |   WAITING |     READY |
|              1012 | 14 |   RUNNING |   WAITING |
|              1012 | 23 |     READY |   RUNNING |
|              1023 | 44 |   WAITING |     READY |
|              1030 | 23 |   RUNNING |   WAITING |
|              1030 | 60 |     READY |   RUNNING |
|              1042 | 60 |   RUNNING |   WAITING |
|              1042 | 44 |     READY |   RUNNING |
|              1049 | 12 |   WAITING |     READY |
|              1053 | 44 |   RUNNING |   WAITING |
|              1053 | 12 |     READY |   RUNNING |
|              1055 | 14 |   WAITING |     READY |
|              1066 | 12 |   RUNNING |TERMINATED |
|              1066 | 14 |     READY |   RUNNING |
|              1074 | 14 |   RUNNING |   WAITING |
|              1077 | 54 |   WAITING |     READY |
|              1077 | 54 |     READY |   RUNNING |
|              1093 | 44 |   WAITING |     READY |
|              1093 | 54 |   RUNNING |TERMINATED |
|              1093 | 44 |     READY |   RUNNING |
|              1100 | 23 |   WAITING |     READY |
|              1100 | 60 |   WAITING |     READY |
|              1104 | 44 |   RUNNING |   WAITING |
|              1104 | 23 |     READY |   RUNNING |
|              1112 | 23 |   RUNNING |TERMINATED |
|              1112 | 60 |     READY |   RUNNING |
|              1117 | 14 |   WAITING |     READY |
|              1124 | 60 |   RUNNING |   WAITING |
|              1124 | 14 |     READY |   RUNNING |
|              1132 | 14 |   RUNNING |   WAITING |
|              1144 | 44 |   WAITING |     READY |
|              1144 | 44 |     READY |   RUNNING |
|              1155 | 44 |   RUNNING |   WAITING |
|              1175 | 14 |   WAITING |     READY |
|              1175 | 14 |     READY |   RUNNING |
|              1182 | 60 |   WAITING |     READY |
|              1183 | 14 |   RUNNING |   WAITING |
|              1183 | 60 |     READY |   RUNNING |
|              1195 | 44 |   WAITING |     READY |
|              1195 | 60 |   RUNNING |   WAITING |
|              1195 | 44 |     READY |   RUNNING |
|              1206 | 44 |   RUNNING |   WAITING |
|              1226 | 14 |   WAITING |     READY |
|              1226 | 14 |     READY |   RUNNING |
|              1234 | 14 |   RUNNING |   WAITING |
|              1246 | 44 |   WAITING |     READY |
|              1246 | 44 |     READY |   RUNNING |
|              1253 | 60 |   WAITING |     READY |
|              1257 | 44 |   RUNNING |   WAITING |
|              1257 | 60 |     READY |   RUNNING |
|              1266 | 60 |   RUNNING |TERMINATED |
|              1277 | 14 |   WAITING |     READY |
|              1277 | 14 |     READY |   RUNNING |
|              1285 | 14 |   RUNNING |   WAITING |
|              1297 | 44 |   WAITING |     READY |
|              1297 | 44 |     READY |   RUNNING |
|              1308 | 44 |   RUNNING |   WAITING |
|              1328 | 14 |   WAITING |     READY |
|              1328 | 14 |     READY |   RUNNING |
|              1331 | 14 |   RUNNING |TERMINATED |
|              1348 | 44 |   WAITING |     READY |
|              1348 | 44 |     READY |   RUNNING |
|              1356 | 44 |   RUNNING |TERMINATED |
+------------------------------------------------+
Throughput: 1356
Average response time: 7.166667
Average turnaround time: 1158.666626
Average wait time: 158.666626
